clar,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Arizona,1569,SAN CARLOS UNIFIED SCHOOL DISTRICT 20,2016,15772,6239,8035,1498,21430,9073,10013,1711,633
Arizona,26,YOUNG SCHOOL DISTRICT 5,2016,1344,158,108,1078,1342,708,562,72,0
Arizona,0,GILA INSITUTE FOR TECHNOLOGY,2016,2277,142,1730,405,1323,469,552,0,0
Arizona,12,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,2016,1265,21,1075,169,1266,637,489,0,0
Arizona,74,BONITA SCHOOL DISTRICT 16,2016,1119,48,258,813,1492,916,491,78,5
Arizona,597,FT THOMAS SCHOOL DISTRICT 7,2016,8957,5081,3552,324,8788,4136,4159,493,0
Arizona,0,KLONDYKE SCHOOL DISTRICT 9,2016,3,0,0,3,4,0,4,0,0
Arizona,825,PIMA UNIFIED SCHOOL DISTRICT 6,2016,6357,547,4572,1238,5932,3244,1820,338,176
Arizona,3027,SAFFORD SCHOOL DISTRICT 1,2016,21582,2630,11908,7044,22498,13695,6874,1267,585
Arizona,277,SOLOMONVILLE SCHOOL DISTRICT 5,2016,2319,243,1265,811,2223,1262,731,155,75
Arizona,1737,THATCHER SCHOOL DISTRICT 4,2016,11633,668,7905,3060,10584,5915,3344,498,268
Arizona,14,BLUE SCHOOL DISTRICT 22,2016,181,53,7,121,125,98,27,0,0
Arizona,311,DUNCAN UNIFIED SCHOOL DISTRICT 2,2016,4480,439,273,3768,3591,1671,1744,104,69
Arizona,1498,MORENI SCHOOL DISTRICT 18,2016,12493,361,759,11373,11997,7389,4059,474,75
Arizona,0,EAGLE ELEMENTARY DISTRICT 45,2016,5,5,0,0,7,3,4,0,0
Arizona,207,AGUILA SCHOOL DISTRICT 63,2016,2151,398,958,795,2095,1304,683,107,0
Arizona,13520,ALHAMBRA SCHOOL DISTRICT 68,2016,111012,23998,59501,27513,105669,55410,37896,9700,2663
Arizona,230,ARLINGTON SCHOOL DISTRICT 47,2016,3386,550,137,2699,2753,1465,1076,134,45
Arizona,5600,AVONDALE SCHOOL DISTRICT 44,2016,51018,6368,22157,22493,45211,21867,16386,3363,3559
Arizona,2496,BALSZ SCHOOL DISTRICT 31,2016,27211,5874,8169,13168,22745,10146,9187,1886,976
Arizona,5042,BUCKEYE SCHOOL DISTRICT 33,2016,37120,4218,21553,11349,36075,17620,12928,3694,1458
Arizona,3964,BUCKEYE UNION HIGH SCHOOL DISTRICT 201,2016,39767,3149,11431,25187,50584,17021,13510,1687,15375
Arizona,18684,CARTWRIGHT SCHOOL DISTRICT 83,2016,148509,32938,83648,31923,129934,72230,43331,11848,1358
Arizona,5392,CAVE CREEK UNIFIED SCHOOL DISTRICT 93,2016,46654,2130,9485,35039,55252,20071,16339,3413,14409
Arizona,42843,CHANDLER UNIFIED SCHOOL DISTRICT 80,2016,350971,20423,150120,180428,331019,184861,107081,22378,9339
Arizona,6430,CREIGHTON ELEMENTARY SCHOOL DISTRICT 14,2016,62170,14180,24190,23800,54964,24418,21097,5527,3475
Arizona,24885,DYSART SCHOOL DISTRICT 89,2016,198615,18104,98553,81958,169660,88657,61313,10136,2397
Arizona,3800,FOWLER SCHOOL DISTRICT 45,2016,39932,8273,18584,13075,35233,17668,12918,4058,589
Arizona,409,GILA BEND UNIFIED SCHOOL DISTRICT 24,2016,5612,1015,425,4172,5006,2009,2743,249,5
Arizona,36021,GILBERT SCHOOL DISTRICT 41,2016,284987,15603,140366,129018,248612,143848,82800,17290,2211
Arizona,13635,GLENDALE ELEMENTARY SCHOOL DISTRICT 40,2016,101892,21249,58736,21907,98444,48695,37273,8184,3175
Arizona,15497,GLENDALE UNION HIGH SCHOOL DISTRICT 205,2016,145573,16598,62559,66416,137966,69422,47637,5881,11143
Arizona,11883,HIGLEY UNIFIED SCHOOL DISTRICT,2016,92291,4539,44995,42757,84378,36578,24327,5627,15935
Arizona,7392,ISAAC SCHOOL DISTRICT 5,2016,61796,14056,31902,15838,58144,29846,22820,5157,154
Arizona,17347,KYRENE SCHOOL DISTRICT 28,2016,149151,7515,56431,85205,144729,67760,45930,10934,14805
Arizona,6648,LAVEEN SCHOOL DISTRICT 59,2016,51951,6111,28575,17265,59332,21352,16770,4318,16380
Arizona,3408,LIBERTY SCHOOL DISTRICT 25,2016,25017,2345,12976,9696,23310,12296,8183,1210,1595
Arizona,11186,LITCHFIELD ELEMENTARY SCHOOL DISTRICT 79,2016,80784,5813,43474,31497,75141,39214,24603,6745,2926
Arizona,5473,LITTLETON ELEMENTARY SCHOOL DISTRICT 65,2016,43772,6060,22342,15370,50376,20181,15019,3490,11117
Arizona,5672,MADISON ELEMENTARY SCHOOL DISTRICT 38,2016,64368,4045,14323,46000,66981,22017,18803,6026,17421
Arizona,64367,MESA UNIFIED SCHOOL DISTRICT,2016,542277,64742,256023,221512,537276,275630,185472,32400,34882
Arizona,16,MOBILE ELEMENTARY SCHOOL DISTRICT 86,2016,1042,33,12,997,851,218,409,30,194
Arizona,144,MORRISTOWN SCHOOL DISTRICT 75,2016,2602,284,1135,1183,1792,1037,625,124,6
Arizona,1787,MURPHY SCHOOL DISTRICT 21,2016,18511,4803,7494,6214,16734,7488,6855,1613,34
Arizona,1236,NADABURG SCHOOL DISTRICT 81,2016,10641,1657,5770,3214,10481,6010,3519,895,30
Arizona,2912,OSBORN SCHOOL DISTRICT 8,2016,29894,6440,7833,15621,25733,12355,10453,1463,40
Arizona,471,PALO VERDE SCHOOL DISTRICT 49,2016,4304,652,2317,1335,3827,1977,1467,248,114
Arizona,10028,PENDERGAST SCHOOL DISTRICT 92,2016,76894,10020,42383,24491,71080,33159,25888,8833,2291
Arizona,36418,PEORIA UNIFIED SCHOOL DISTRICT 11,2016,304660,23069,138370,143221,288368,141407,98484,13580,25484
